,Unnamed: 0,predictions,true_labels,seed,data,target,noise,test_type
0,0,0.1209740564227104,0.0299999937415123,0,elevation,KoD,0,shuffle
1,1,0.1791399419307708,0.0271874964237213,0,elevation,KoD,0,shuffle
2,2,0.2613966464996338,0.0248571410775184,0,elevation,KoD,0,shuffle
3,3,0.1724026203155517,0.0228947401046752,0,elevation,KoD,0,shuffle
4,4,0.1339394599199295,0.0212195068597793,0,elevation,KoD,0,shuffle
5,5,0.2081098854541778,0.0197727233171463,0,elevation,KoD,0,shuffle
6,6,0.2413557767868042,0.0185106396675109,0,elevation,KoD,0,shuffle
7,7,0.1450831443071365,0.0173999965190887,0,elevation,KoD,0,shuffle
8,8,0.1859453022480011,0.0164150893688201,0,elevation,KoD,0,shuffle
9,9,0.1728145778179168,0.0155357122421264,0,elevation,KoD,0,shuffle
10,10,0.256988525390625,0.014745756983757,0,elevation,KoD,0,shuffle
11,11,0.1313032805919647,0.0140322521328926,0,elevation,KoD,0,shuffle
12,12,0.1661598533391952,0.013384610414505,0,elevation,KoD,0,shuffle
13,13,0.1477992534637451,0.0127941146492958,0,elevation,KoD,0,shuffle
14,14,0.1818100810050964,0.0122535154223442,0,elevation,KoD,0,shuffle
15,15,0.3234837055206299,0.0117567554116249,0,elevation,KoD,0,shuffle
16,16,0.1577268838882446,0.0112987011671066,0,elevation,KoD,0,shuffle
17,17,0.1889688968658447,0.0108749940991401,0,elevation,KoD,0,shuffle
18,18,0.1328645199537277,0.0104819312691688,0,elevation,KoD,0,shuffle
19,19,0.1792283654212951,0.010116271674633,0,elevation,KoD,0,shuffle
20,20,0.2511117458343506,0.009775273501873,0,elevation,KoD,0,shuffle
21,21,0.1222391724586486,0.0094565153121948,0,elevation,KoD,0,shuffle
22,22,0.1779914200305938,0.0091578885912895,0,elevation,KoD,0,shuffle
23,23,0.0226560607552528,0.0088775530457496,0,elevation,KoD,0,shuffle
24,24,0.0255905166268348,0.0086138546466827,0,elevation,KoD,0,shuffle
25,25,0.2393584847450256,0.0083653777837753,0,elevation,KoD,0,shuffle
26,26,0.1338213384151458,0.0081308409571647,0,elevation,KoD,0,shuffle
27,27,0.1905309557914734,0.0079090818762779,0,elevation,KoD,0,shuffle
28,28,0.1617180854082107,0.0076991096138954,0,elevation,KoD,0,shuffle
29,29,0.1772836148738861,0.0074999928474426,0,elevation,KoD,0,shuffle
